"Plot Title: 100CM-190430"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 2247367, SEN S/N: 2247367)","Started (LGR S/N: 2247367)","Button Down (LGR S/N: 2247367)","Button Up (LGR S/N: 2247367)","Host Connected (LGR S/N: 2247367)","Stopped (LGR S/N: 2247367)","End Of File (LGR S/N: 2247367)"
1,04/30/19 09:49:55 AM,31.34,Logged,,,,,
2,04/30/19 09:49:56 AM,26.66,,,,,,
3,04/30/19 09:49:57 AM,25.32,,,,,,
4,04/30/19 09:49:58 AM,24.65,,,,,,
5,04/30/19 09:49:59 AM,23.98,,,,,,
6,04/30/19 09:50:00 AM,23.64,,,,,,
7,04/30/19 09:50:01 AM,23.64,,,,,,
8,04/30/19 09:50:02 AM,23.98,,,,,,
9,04/30/19 09:50:03 AM,23.64,,,,,,
10,04/30/19 09:50:04 AM,22.29,,,,,,
11,04/30/19 09:50:05 AM,23.64,,,,,,
12,04/30/19 09:50:06 AM,23.98,,,,,,
13,04/30/19 09:50:07 AM,23.64,,,,,,
14,04/30/19 09:50:08 AM,24.31,,,,,,
15,04/30/19 09:50:09 AM,23.98,,,,,,
16,04/30/19 09:50:10 AM,23.30,,,,,,
17,04/30/19 09:50:11 AM,23.98,,,,,,
18,04/30/19 09:50:12 AM,24.31,,,,,,
19,04/30/19 09:50:13 AM,23.98,,,,,,
20,04/30/19 09:50:14 AM,23.64,,,,,,
21,04/30/19 09:50:15 AM,23.64,,,,,,
22,04/30/19 09:50:16 AM,24.65,,,,,,
23,04/30/19 09:50:17 AM,24.65,,,,,,
24,04/30/19 09:50:18 AM,23.98,,,,,,
25,04/30/19 09:50:19 AM,23.98,,,,,,
26,04/30/19 09:50:20 AM,24.65,,,,,,
27,04/30/19 09:50:21 AM,23.98,,,,,,
28,04/30/19 09:50:22 AM,23.30,,,,,,
29,04/30/19 09:50:23 AM,23.64,,,,,,
30,04/30/19 09:50:24 AM,23.64,,,,,,
31,04/30/19 09:50:25 AM,24.31,,,,,,
32,04/30/19 09:50:26 AM,23.98,,,,,,
33,04/30/19 09:50:27 AM,23.64,,,,,,
34,04/30/19 09:50:28 AM,23.64,,,,,,
35,04/30/19 09:50:29 AM,24.31,,,,,,
36,04/30/19 09:50:30 AM,24.31,,,,,,
37,04/30/19 09:50:31 AM,24.31,,,,,,
38,04/30/19 09:50:32 AM,22.63,,,,,,
39,04/30/19 09:50:33 AM,23.98,,,,,,
40,04/30/19 09:50:34 AM,23.98,,,,,,
41,04/30/19 09:50:35 AM,23.98,,,,,,
42,04/30/19 09:50:36 AM,27.67,,,,,,
43,04/30/19 09:50:37 AM,24.31,,,,,,
44,04/30/19 09:50:38 AM,21.28,,,,,,
45,04/30/19 09:50:39 AM,23.64,,,,,,
46,04/30/19 09:50:40 AM,23.98,,,,,,
47,04/30/19 09:50:41 AM,23.98,,,,,,
48,04/30/19 09:50:42 AM,23.98,,,,,,
