"Plot Title: 50CM-190419"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1283023, SEN S/N: 1283023)","Started (LGR S/N: 1283023)","Button Down (LGR S/N: 1283023)","Button Up (LGR S/N: 1283023)","Host Connected (LGR S/N: 1283023)","Stopped (LGR S/N: 1283023)","End Of File (LGR S/N: 1283023)"
1,04/19/19 11:23:49 AM,14.86,Logged,,,,,
2,04/19/19 11:23:50 AM,14.86,,,,,,
3,04/19/19 11:23:51 AM,14.86,,,,,,
4,04/19/19 11:23:52 AM,14.86,,,,,,
5,04/19/19 11:23:53 AM,14.86,,,,,,
6,04/19/19 11:23:54 AM,14.86,,,,,,
7,04/19/19 11:23:55 AM,14.86,,,,,,
8,04/19/19 11:23:56 AM,14.86,,,,,,
9,04/19/19 11:23:57 AM,14.86,,,,,,
10,04/19/19 11:23:58 AM,14.86,,,,,,
11,04/19/19 11:23:59 AM,14.86,,,,,,
12,04/19/19 11:24:00 AM,14.86,,,,,,
13,04/19/19 11:24:01 AM,14.86,,,,,,
14,04/19/19 11:24:02 AM,14.86,,,,,,
15,04/19/19 11:24:03 AM,14.86,,,,,,
16,04/19/19 11:24:04 AM,14.86,,,,,,
17,04/19/19 11:24:05 AM,14.86,,,,,,
18,04/19/19 11:24:06 AM,14.86,,,,,,
19,04/19/19 11:24:07 AM,14.86,,,,,,
20,04/19/19 11:24:08 AM,14.86,,,,,,
21,04/19/19 11:24:09 AM,14.86,,,,,,
22,04/19/19 11:24:10 AM,14.86,,,,,,
23,04/19/19 11:24:11 AM,14.86,,,,,,
24,04/19/19 11:24:12 AM,14.86,,,,,,
25,04/19/19 11:24:13 AM,14.86,,,,,,
26,04/19/19 11:24:14 AM,14.86,,,,,,
27,04/19/19 11:24:15 AM,14.86,,,,,,
28,04/19/19 11:24:16 AM,14.86,,,,,,
29,04/19/19 11:24:17 AM,14.86,,,,,,
30,04/19/19 11:24:18 AM,14.86,,,,,,
31,04/19/19 11:24:19 AM,14.86,,,,,,
32,04/19/19 11:24:20 AM,14.86,,,,,,
33,04/19/19 11:24:21 AM,14.86,,,,,,
34,04/19/19 11:24:22 AM,14.86,,,,,,
35,04/19/19 11:24:23 AM,14.86,,,,,,
36,04/19/19 11:24:24 AM,14.86,,,,,,
37,04/19/19 11:24:25 AM,14.86,,,,,,
38,04/19/19 11:24:26 AM,14.86,,,,,,
39,04/19/19 11:24:27 AM,14.86,,,,,,
40,04/19/19 11:24:28 AM,14.86,,,,,,
