"Plot Title: 0CM-180705"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1282986, SEN S/N: 1282986)","Started (LGR S/N: 1282986)","Button Down (LGR S/N: 1282986)","Button Up (LGR S/N: 1282986)","Host Connected (LGR S/N: 1282986)","Stopped (LGR S/N: 1282986)","End Of File (LGR S/N: 1282986)"
1,03/29/19 11:26:25 AM,18.58,Logged,,,,,
2,03/29/19 11:26:26 AM,18.25,,,,,,
3,03/29/19 11:26:27 AM,18.58,,,,,,
4,03/29/19 11:26:28 AM,18.25,,,,,,
5,03/29/19 11:26:29 AM,18.25,,,,,,
6,03/29/19 11:26:30 AM,18.25,,,,,,
7,03/29/19 11:26:31 AM,18.25,,,,,,
8,03/29/19 11:26:32 AM,18.25,,,,,,
9,03/29/19 11:26:33 AM,18.25,,,,,,
10,03/29/19 11:26:34 AM,18.58,,,,,,
11,03/29/19 11:26:35 AM,18.58,,,,,,
12,03/29/19 11:26:36 AM,18.58,,,,,,
13,03/29/19 11:26:37 AM,18.58,,,,,,
14,03/29/19 11:26:38 AM,18.58,,,,,,
15,03/29/19 11:26:39 AM,18.58,,,,,,
16,03/29/19 11:26:40 AM,18.58,,,,,,
17,03/29/19 11:26:41 AM,18.58,,,,,,
18,03/29/19 11:26:42 AM,18.58,,,,,,
19,03/29/19 11:26:43 AM,18.58,,,,,,
20,03/29/19 11:26:44 AM,18.58,,,,,,
21,03/29/19 11:26:45 AM,18.58,,,,,,
22,03/29/19 11:26:46 AM,18.25,,,,,,
23,03/29/19 11:26:47 AM,18.58,,,,,,
24,03/29/19 11:26:48 AM,18.58,,,,,,
25,03/29/19 11:26:49 AM,18.92,,,,,,
26,03/29/19 11:26:50 AM,18.92,,,,,,
27,03/29/19 11:26:51 AM,18.92,,,,,,
28,03/29/19 11:26:52 AM,18.92,,,,,,
29,03/29/19 11:26:53 AM,18.92,,,,,,
30,03/29/19 11:26:54 AM,18.92,,,,,,
31,03/29/19 11:26:55 AM,18.92,,,,,,
32,03/29/19 11:26:56 AM,19.26,,,,,,
33,03/29/19 11:26:57 AM,19.26,,,,,,
34,03/29/19 11:26:58 AM,19.26,,,,,,
35,03/29/19 11:26:59 AM,19.26,,,,,,
36,03/29/19 11:27:00 AM,19.60,,,,,,
37,03/29/19 11:27:01 AM,20.61,,,,,,
38,03/29/19 11:27:02 AM,21.28,,,,,,
39,03/29/19 11:27:03 AM,21.28,,,,,,
40,03/29/19 11:27:04 AM,21.28,,,,,,
41,03/29/19 11:27:05 AM,21.62,,,,,,
42,03/29/19 11:27:06 AM,21.96,,,,,,
43,03/29/19 11:27:07 AM,21.96,,,,,,
44,03/29/19 11:27:08 AM,21.62,,,,,,
45,03/29/19 11:27:09 AM,21.62,,,,,,
46,03/29/19 11:27:10 AM,21.62,,,,,,
47,03/29/19 11:27:11 AM,21.62,,,,,,
48,03/29/19 11:27:12 AM,21.28,,,,,,
49,03/29/19 11:27:13 AM,20.95,,,,,,
50,03/29/19 11:27:14 AM,21.28,,,,,,
51,03/29/19 11:27:15 AM,23.98,,,,,,
52,03/29/19 11:27:16 AM,23.30,,,,,,
53,03/29/19 11:27:17 AM,24.65,,,,,,
54,03/29/19 11:27:18 AM,26.66,,,,,,
55,03/29/19 11:27:19 AM,26.33,,,,,,
56,03/29/19 11:27:20 AM,26.33,,,,,,
57,03/29/19 11:27:21 AM,27.00,,,,,,
58,03/29/19 11:27:22 AM,26.66,,,,,,
59,03/29/19 11:27:23 AM,26.33,,,,,,
60,03/29/19 11:27:24 AM,25.99,,,,,,
61,03/29/19 11:27:25 AM,25.65,,,,,,
62,03/29/19 11:27:26 AM,25.65,,,,,,
63,03/29/19 11:27:27 AM,25.32,,,,,,
64,03/29/19 11:27:28 AM,25.32,,,,,,
65,03/29/19 11:27:29 AM,24.98,,,,,,
66,03/29/19 11:27:30 AM,24.98,,,,,,
67,03/29/19 11:27:31 AM,26.33,,,,,,
68,03/29/19 11:27:32 AM,26.66,,,,,,
69,03/29/19 11:27:33 AM,25.65,,,,,,
70,03/29/19 11:27:34 AM,24.98,,,,,,
71,03/29/19 11:27:35 AM,24.65,,,,,,
72,03/29/19 11:27:36 AM,24.31,,,,,,
73,03/29/19 11:27:37 AM,23.64,,,,,,
74,03/29/19 11:27:38 AM,22.97,,,,,,
75,03/29/19 11:27:39 AM,22.97,,,,,,
76,03/29/19 11:27:40 AM,22.29,,,,,,
77,03/29/19 11:27:41 AM,21.96,,,,,,
78,03/29/19 11:27:42 AM,21.96,,,,,,
79,03/29/19 11:27:43 AM,21.62,,,,,,
80,03/29/19 11:27:44 AM,21.62,,,,,,
81,03/29/19 11:27:45 AM,21.62,,,,,,
82,03/29/19 11:27:46 AM,21.28,,,,,,
83,03/29/19 11:27:47 AM,21.62,,,,,,
84,03/29/19 11:27:48 AM,21.28,,,,,,
85,03/29/19 11:27:49 AM,20.95,,,,,,
86,03/29/19 11:27:50 AM,20.61,,,,,,
87,03/29/19 11:27:51 AM,20.61,,,,,,
88,03/29/19 11:27:52 AM,20.61,,,,,,
89,03/29/19 11:27:53 AM,20.27,,,,,,
90,03/29/19 11:27:54 AM,20.61,,,,,,
91,03/29/19 11:27:55 AM,20.61,,,,,,
92,03/29/19 11:27:56 AM,20.27,,,,,,
93,03/29/19 11:27:57 AM,20.27,,,,,,
94,03/29/19 11:27:58 AM,20.27,,,,,,
95,03/29/19 11:27:59 AM,19.93,,,,,,
96,03/29/19 11:28:00 AM,19.93,,,,,,
97,03/29/19 11:28:01 AM,19.93,,,,,,
98,03/29/19 11:28:02 AM,19.60,,,,,,
99,03/29/19 11:28:03 AM,19.60,,,,,,
100,03/29/19 11:28:04 AM,19.60,,,,,,
101,03/29/19 11:28:05 AM,19.60,,,,,,
102,03/29/19 11:28:06 AM,19.26,,,,,,
103,03/29/19 11:28:07 AM,19.26,,,,,,
104,03/29/19 11:28:08 AM,19.26,,,,,,
105,03/29/19 11:28:09 AM,18.92,,,,,,
106,03/29/19 11:28:10 AM,18.92,,,,,,
107,03/29/19 11:28:11 AM,18.92,,,,,,
108,03/29/19 11:28:12 AM,18.92,,,,,,
109,03/29/19 11:28:13 AM,18.92,,,,,,
110,03/29/19 11:28:14 AM,18.92,,,,,,
